loc_rowid,st_teff,st_rad,st_lum,st_lum_utl,st_dist,hz_inner_au,hz_outer_au,hz_center_au,hz_inner_mas,hz_outer_mas,hz_center_mas,RA,Dec
284,5835,1.55,,2.5126,37.85,1.1888,2.8057,1.5851,31.411,74.13,41.882,198.184402,-31.873348
285,5869,1.2,,1.5414,40.23,0.9311,2.1975,1.2415,23.144,54.62,30.859,198.08226,17.517122
286,5135,,,,20.4,,,,,,,198.182434,-2.26504
287,6030,1.34,2.13796,2.13796,51.7,1.0966,2.5881,1.4622,21.211,50.059,28.282,28.210558,-19.506975
288,4819,4.89,,11.63435,123.68,2.5582,6.0373,3.4109,20.684,48.813,27.578,200.164764,24.648699
289,5662,1.11,,1.14241,32.38,0.8016,1.8918,1.0688,24.753,58.417,33.004,202.337967,-35.570995
290,4312,20.58,,132.0999,231.5,8.6201,20.3434,11.4935,37.236,87.877,49.648,29.708696,73.152382
291,5977,1.2,,1.65803,37.82,0.9657,2.2791,1.2876,25.536,60.264,34.047,203.106476,-47.271362
292,5864,2.06,,4.52696,92.51,1.5957,3.766,2.1277,17.25,40.711,23,203.510574,53.728531
293,5725,1.09,,1.15147,114.29,0.8048,1.8993,1.0731,7.042,16.618,9.389,205.376266,-9.946078
294,5349,,,,33.57,,,,,,,29.290026,-10.242428
295,4970,10.09,,56.04084,68.05,5.6145,13.2503,7.486,82.502,194.704,110.002,28.733881,-67.647301
296,4892,9.12,43.65158,43.65158,103.35,4.9552,11.6943,6.6069,47.947,113.154,63.929,205.663345,78.064438
297,6027,1.07,,1.36292,41.71,0.8756,2.0664,1.1674,20.992,49.542,27.99,209.321823,-56.040043
298,5920,,,,51.1,,,,,,,30.611374,2.815859
299,4691,0.74,,0.23923,28.22,0.3668,0.8657,0.4891,12.998,30.676,17.331,215.346603,-40.393948
300,5841,1.05,1.14815,1.14815,57.72,0.8036,1.8966,1.0715,13.924,32.861,18.565,215.222977,-17.481522
301,4835,11.02,,59.87504,158.4,5.8034,13.6961,7.7379,36.638,86.465,48.85,34.748653,85.736153
302,5645,1.2,,1.31921,37.89,0.8614,2.033,1.1486,22.735,53.656,30.314,31.142866,25.414305
303,5568,1.32,,1.51092,73.25,0.9219,2.1757,1.2292,12.586,29.702,16.781,216.701172,-5.17778
304,,0.76,,,16.52,,,,,,,219.002335,9.746518
305,4875,0.85,0.36,0.36,26.03,0.45,1.062,0.6,17.288,40.799,23.05,219.270355,-25.802563
306,,,,,67.57,,,,,,,221.512772,-68.762749
307,5387,0.85,,0.54894,31.91,0.5557,1.3114,0.7409,17.416,41.102,23.222,221.886368,-0.281476
308,4846,4.44,,9.80836,132.34,2.3489,5.5433,3.1318,17.749,41.888,23.666,223.345947,18.235401
309,5892,1.08,,1.26822,52.89,0.8446,1.9933,1.1262,15.968,37.685,21.291,225.025314,-73.535339
310,5671,2.39,,5.33005,149.57,1.7315,4.0864,2.3087,11.577,27.321,15.436,32.057426,-24.69541
311,4175,38.41,,404.40012,504.71,15.0823,35.5942,20.1097,29.883,70.524,39.844,32.417381,32.316437
312,5783,1.34,,1.81184,70.93,1.0095,2.3825,1.346,14.233,33.59,18.978,224.227707,53.382168
313,6073,1.092,,1.46337,105.47,0.9073,2.1412,1.2097,8.602,20.3,11.469,224.589661,44.043148
314,5799,,,,47,,,,,,,225.897705,-27.842573
315,5805,,,,47,,,,,,,225.8992,-27.840994
316,5966,,1.44,1.44,24.2,0.9,2.124,1.2,37.188,87.764,49.584,227.686432,-61.422321
317,5736,1.22,,1.45363,22.2,0.9042,2.134,1.2057,40.732,96.127,54.309,228.369446,-25.309347
318,5664,,0.99,0.99,14.81,0.7462,1.7611,0.995,50.379,118.894,67.172,230.450623,-48.317627
319,4989,3.78,,7.98609,105.49,2.1195,5.002,2.826,20.092,47.418,26.79,229.775757,41.733208
320,5181,0.88,,0.5034,40.53,0.5321,1.2558,0.7095,13.129,30.984,17.505,233.916367,-80.20459
321,6255,1.67,3.99945,3.99945,79.73,1.4999,3.5398,1.9999,18.811,44.394,25.082,34.560665,65.59436
322,5867,1.25,,1.67025,47.46,0.9693,2.2875,1.2924,20.423,48.198,27.231,34.197414,43.772995
323,4700,11.47,,57.91819,112.45,5.7078,13.4704,7.6104,50.759,119.792,67.679,233.81749,53.922142
324,4815,12.4,79.06786,79.06786,163.4,6.669,15.7389,8.892,40.814,96.321,54.419,34.293499,23.767832
325,5600,,,,36.2,,,,,,,236.724228,46.986263
326,5870,1.03,,1.13638,33.39,0.7995,1.8868,1.066,23.942,56.502,31.922,238.07312,-18.436066
327,6245,1.47,,2.96525,26.21,1.2915,3.0479,1.722,49.284,116.31,65.712,1.579898,-49.075191
328,5421,1.04,,0.84272,34.31,0.6885,1.6249,0.918,20.064,47.352,26.753,242.562592,-84.231613
329,4922,4.63,,11.35077,97.5,2.5268,5.9633,3.3691,25.915,61.16,34.554,238.234497,15.430708
330,5940,1.04,,1.21481,35.57,0.8266,1.9509,1.1022,23.241,54.848,30.988,239.419968,-60.200256
331,6380,,,,48.7,,,,,,,238.402328,68.720116
332,5505,0.99,0.81,0.81,65.66,0.675,1.593,0.9,10.28,24.261,13.707,240.459778,-44.434536
333,6014,1.05,,1.30116,53.57,0.8555,2.019,1.1407,15.97,37.689,21.293,242.901855,-27.078173
334,4769,10.52,,51.6461,135.82,5.3899,12.7201,7.1865,39.683,93.652,52.911,242.516312,26.74275
335,,5.38,,,229.35,,,,,,,243.29114,13.239476
336,5765,,,,23.47,,,,,,,4.674448,-8.053001
337,5441,,,,42.96,,,,,,,245.75061,-61.688763
338,4156,,0.1069,0.1069,10.77,0.2452,0.5787,0.327,22.773,53.745,30.365,244.178116,67.238846
339,5883,,0.97724,0.97724,12.91,0.7414,1.7497,0.9886,57.439,135.555,76.585,246.005371,-39.192982
340,4946,5.01,,13.55154,119.54,2.7609,6.5158,3.6812,23.096,54.506,30.795,35.808552,10.836746
341,5972,2.29,5.99,5.99,104.93,1.8356,4.332,2.4474,17.493,41.284,23.325,246.438141,-33.56712
342,6308,1.21,1.78,1.78,57.22,1.0006,2.3615,1.3342,17.486,41.268,23.315,247.072006,-46.317623
343,6032,1.34,2.13796,2.13796,77.37,1.0966,2.5881,1.4622,14.174,33.451,18.899,246.435547,11.919066
344,5572,1.48,1.90546,1.90546,121.61,1.0353,2.4433,1.3804,8.513,20.091,11.351,246.451721,30.265127
345,5025,3.86,,8.57069,71.5,2.1957,5.1818,2.9276,30.711,72.478,40.948,247.117294,-13.39964
346,6179,1.41,,2.61462,76.03,1.2127,2.862,1.617,15.951,37.643,21.267,247.623413,38.347309
347,5856,1.44,2.23872,2.23872,73.43,1.1222,2.6483,1.4962,15.282,36.065,20.376,248.212708,2.084832
348,4947,4.67,,11.78415,191.96,2.5746,6.0761,3.4328,13.412,31.653,17.883,4.82111,14.054755
349,5961,0.96,,1.04982,28.29,0.7685,1.8136,1.0246,27.161,64.099,36.214,247.823273,79.789772
350,5726,1.15,1.28,1.28,83.33,0.8485,2.0025,1.1314,10.183,24.031,13.577,253.373901,-46.332958
351,5027,5.14,,15.22154,166.54,2.9261,6.9056,3.9015,17.569,41.464,23.426,253.431595,11.973746
352,6124,1.28,,2.07901,48.52,1.0814,2.5521,1.4419,22.287,52.597,29.716,256.128632,-43.309769
353,5468,0.85,,0.5827,18.29,0.5725,1.3511,0.7634,31.296,73.858,41.728,255.651688,47.081882
354,5743,1.32,,1.71001,64.77,0.9808,2.3146,1.3077,15.142,35.735,20.19,257.520477,-56.449268
355,5589,2.3,,4.65681,63.56,1.6185,3.8196,2.158,25.462,60.09,33.949,257.815521,-56.680798
356,4960,5.03,13.45,13.45,75.13,2.7506,6.4913,3.6674,36.61,86.4,48.813,257.768188,-20.65457
357,5905,1.38,,2.08898,43,1.084,2.5582,1.4453,25.209,59.494,33.612,257.394226,33.355854
358,5453,0.95,,0.71992,36.23,0.6364,1.5018,0.8485,17.563,41.449,23.418,258.09668,63.352093
359,5900,2.16,5.3827,5.3827,56.96,1.74,4.1065,2.3201,30.55,72.097,40.733,259.964172,-48.54932
360,4850,0.72,1.69824,1.69824,24.35,0.9774,2.3066,1.3032,40.14,94.729,53.519,259.418701,29.227226
361,6090,1.9,,4.47995,47.8,1.5874,3.7464,2.1166,33.211,78.378,44.281,260.142944,-19.333746
362,4860,4.5,,10.19217,95.12,2.3944,5.6508,3.1925,25.171,59.405,33.562,261.439301,27.303341
363,4069,50.3,1034.7,1034.7,294.1,24.1251,56.9352,32.1668,82.03,193.591,109.374,259.904633,80.136398
364,6123,1.12,1.30017,1.30017,73.46,0.8552,2.0182,1.1402,11.642,27.474,15.522,263.339783,5.700733
365,5534,2.13,,3.83895,55.94,1.4695,3.468,1.9593,26.269,61.995,35.026,264.748016,-43.145515
366,4915,3.49,6.45654,6.45654,89.03,1.9057,4.4975,2.541,21.405,50.516,28.54,5.13133,30.974804
367,5807,,,,15.61,,,,,,,266.036255,-51.834053
368,5757,1.48,,2.17073,37.83,1.105,2.6078,1.4733,29.212,68.94,38.949,38.833035,-3.560602
369,5981,1.72,,3.41546,59.96,1.3861,3.2711,1.8481,23.116,54.554,30.822,39.257961,42.062634
370,4723,0.75,,0.25252,30.85,0.3769,0.8894,0.5025,12.216,28.829,16.288,267.659821,-40.318348
371,5522,1.76,,2.59841,67.92,1.209,2.8532,1.612,17.8,42.009,23.734,268.418732,56.391956
372,,,,,25.41,,,,,,,39.244198,-34.577976
373,5859,1.11,1.31826,1.31826,53.19,0.8611,2.0322,1.1482,16.188,38.205,21.585,270.380127,0.104556
374,5790,,,,28.28,,,,,,,270.162048,29.571922
375,,,,,39.41,,,,,,,270.7789,-28.560644
376,5372,0.97,,0.70694,22.13,0.6306,1.4882,0.8408,28.495,67.249,37.994,270.628601,26.313002
377,5426,0.95,0.7,0.7,64.98,0.6275,1.4809,0.8367,9.657,22.79,12.876,271.488953,-29.917253
378,6317,1.93,5.37032,5.37032,118.31,1.738,4.1018,2.3174,14.691,34.671,19.588,5.218085,-19.931225
379,5127,,0.30974,0.30974,45.19,0.4174,0.9851,0.5565,9.236,21.797,12.315,273.498657,-42.575375
380,4943,4.5,10,10,49.73,2.3717,5.5972,3.1623,47.688,112.543,63.584,272.631836,54.286552
381,5491,1.51,,1.87006,39.67,1.0256,2.4205,1.3675,25.854,61.016,34.473,275.016388,-9.595722
382,5570,1.09,,1.03174,41.62,0.7618,1.7979,1.0157,18.305,43.2,24.407,275.457428,-11.922684
383,4374,21.66,,154.92759,769.37,9.3352,22.0312,12.447,12.134,28.635,16.178,5.305497,-8.281169
384,6299,,4.59198,4.59198,37.64,1.6072,3.7929,2.1429,42.693,100.756,56.924,276.956177,-29.816866
385,5842,1.24,,1.6158,60.28,0.9534,2.2499,1.2711,15.815,37.323,21.086,277.295746,11.695502
386,4326,13.58,,58.26964,229.89,5.7251,13.5112,7.6335,24.904,58.772,33.205,41.592117,49.653076
387,5671,2.47,,5.69284,90,1.7895,4.2232,2.386,19.883,46.924,26.511,278.064527,6.945743
388,5440,1.01,0.81283,0.81283,44.87,0.6762,1.5958,0.9016,15.07,35.565,20.093,278.681976,-28.072313
389,6040,1.55,,2.88475,75,1.2738,3.0063,1.6985,16.985,40.084,22.646,42.435364,71.753235
390,4683,13.5,77.98301,77.98301,132.68,6.6231,15.6305,8.8308,49.916,117.802,66.555,280.900452,36.556606
391,5635,1.75,,2.78579,71.23,1.2518,2.9543,1.6691,17.574,41.473,23.431,285.003479,-69.944244
392,5013,4.19,,10.00266,130.08,2.372,5.598,3.1627,18.236,43.036,24.314,283.920349,4.265325
393,5392,0.7,,0.37367,45.27,0.4585,1.082,0.6113,10.127,23.901,13.503,285.272858,-66.19268
394,5904,1.18,,1.52632,44.48,0.9266,2.1867,1.2354,20.83,49.159,27.773,42.767853,30.286739
395,4931,0.782,0.331,0.331,27.81,0.4315,1.0183,0.5753,15.518,36.622,20.69,285.774475,-11.043926
396,,,,,16.93,,,,,,,286.718597,-37.810658
397,4901,3.26,,5.53185,62.88,1.764,4.163,2.352,28.053,66.204,37.404,286.336548,25.92066
398,5588,1.08,,1.02605,47,0.7597,1.7929,1.0129,16.164,38.147,21.552,287.262939,34.59985
399,5646,1.63,2.39883,2.39883,69.85,1.1616,2.7414,1.5488,16.63,39.248,22.174,287.790955,-2.638385
400,6168,,,,27.48,,,,,,,288.888458,-24.179352
401,5131,4.06,,10.30758,137.59,2.4079,5.6827,3.2105,17.501,41.303,23.335,288.400879,34.914543
402,5603,3.13,,8.711,124.24,2.2136,5.224,2.9514,17.817,42.049,23.756,43.363365,-8.84802
403,4924,8.13,,35.055,122.79,4.4405,10.4797,5.9207,36.162,85.343,48.216,288.709198,31.86035
404,4961,4.16,,9.45715,104.89,2.3064,5.4432,3.0752,21.989,51.895,29.319,289.823792,-23.558155
405,4945,4.71,,11.96751,110.62,2.5946,6.1232,3.4594,23.455,55.353,31.273,290.267639,-23.619572
406,4918,0.79,,0.32939,26.9,0.4304,1.0158,0.5739,16.003,37.768,21.338,291.289856,-66.468796
407,5736,1.5,,2.19743,60.31,1.1118,2.6238,1.4824,18.435,43.507,24.58,290.720764,-32.919056
408,5948,1.23,,1.7084,54.28,0.9803,2.3135,1.3071,18.06,42.621,24.08,292.102386,8.358054
409,5923,2,,4.44144,52.07,1.5806,3.7302,2.1075,30.355,71.639,40.474,294.29892,28.499865
410,6075,,134.89629,134.89629,45.96,8.7109,20.5576,11.6145,189.531,447.293,252.708,297.391541,-37.780552
411,5830,,1.34896,1.34896,46.02,0.8711,2.0558,1.1614,18.93,44.675,25.24,296.742126,34.419525
412,4940,5.13,,14.13967,163.37,2.8202,6.6557,3.7603,17.263,40.74,23.017,45.044407,-20.802603
413,5746,,,,50.74,,,,,,,298.018921,28.100376
414,5052,0.75,,0.33058,19.78,0.4312,1.0177,0.575,21.806,51.462,29.075,300.182129,22.710854
415,5552,1.14,,1.11405,16.01,0.7916,1.8682,1.0555,49.432,116.659,65.909,300.905853,29.896805
416,5640,1.45,,1.91933,54.56,1.039,2.4522,1.3854,19.044,44.945,25.393,301.83197,-35.538631
417,5988,1.53,2.69153,2.69153,148.81,1.2304,2.9038,1.6406,8.268,19.513,11.024,302.877991,-64.620468
418,6010,,2.23,2.23,65.79,1.12,2.6432,1.4933,17.023,40.175,22.698,302.36795,52.276329
419,4976,0.74,,0.30289,19.65,0.4128,0.9741,0.5504,21.009,49.581,28.012,303.499359,-0.866877
420,5166,,0.385,0.385,8.8,0.4654,1.0983,0.6205,52.888,124.815,70.517,303.822449,-27.032976
421,5041,4.41,,11.33028,72.01,2.5245,5.9579,3.366,35.058,82.736,46.744,304.025024,4.580795
422,5751,1.48,,2.16169,37.71,1.1027,2.6024,1.4703,29.242,69.012,38.99,307.077637,18.769497
423,5879,1.42,,2.17314,50.75,1.1056,2.6093,1.4742,21.786,51.416,29.048,309.465454,-60.634483
424,6017,1.73,3.7325,3.7325,39.98,1.449,3.4196,1.932,36.242,85.531,48.322,310.433716,-75.3508
425,6254,1.31,2.39883,2.39883,34.2,1.1616,2.7414,1.5488,33.962,80.151,45.283,309.966156,11.249649
426,6150,,,,33,,,,,,,309.887329,42.24855
427,6188,,,,22.54,,,,,,,48.193485,-1.196101
428,5494,,0.72,0.72,43.8,0.6364,1.5019,0.8485,14.529,34.288,19.372,46.907997,-72.321892
429,4982,4.92,,13.4537,72.74,2.7509,6.4922,3.6679,37.817,89.248,50.423,316.666016,3.803119
430,5760,1.03,,1.05356,45.5,0.7698,1.8168,1.0264,16.919,39.929,22.559,318.740692,-20.789209
431,5040,6.43,23.4,23.4,189.56,3.628,8.5621,4.8374,19.139,45.169,25.519,319.224792,27.258121
432,6272,2.591,9.36,9.36,147.2,2.2946,5.4152,3.0594,15.588,36.788,20.784,319.699588,-26.616375
433,,,,,39.29,,,,,,,319.742584,26.230545
434,5780,1.33,1.77828,1.77828,72.79,1.0001,2.3603,1.3335,13.74,32.426,18.32,320.578644,5.023597
435,5945,1.19,,1.59587,85.9,0.9475,2.236,1.2633,11.029,26.029,14.706,6.084491,-56.650047
436,5783,1.1,,1.22094,47.86,0.8287,1.9558,1.105,17.316,40.865,23.087,322.050873,-21.726255
437,5026,0.78,,0.35025,28.74,0.4439,1.0475,0.5918,15.444,36.448,20.592,323.097961,-20.957422
438,6176,1.33,2.29087,2.29087,92.74,1.1352,2.679,1.5136,12.24,28.887,16.32,324.535034,-31.737484
439,4842,6.12,,18.57371,147.78,3.2323,7.6282,4.3097,21.873,51.62,29.164,325.85376,-7.408253
440,5256,,0.49,0.49,35.37,0.525,1.239,0.7,14.842,35.027,19.789,50.01226,-28.783834
441,5790,1.11,,1.24927,35.5,0.8383,1.9783,1.1177,23.614,55.728,31.485,50.014908,-28.854071
442,5726,0.89,0.77625,0.77625,59.03,0.6608,1.5595,0.881,11.194,26.418,14.926,328.151184,-26.02656
443,5401,,,,6,,,,,,,49.981876,-43.069782
444,6067,,,,44,,,,,,,329.332703,-37.763622
445,4035,51.1,,624.47162,314.48,18.7421,44.2313,24.9894,59.596,140.647,79.462,329.099945,21.239859
446,4802,0.76,,0.27708,48.9,0.3948,0.9317,0.5264,8.073,19.053,10.765,50.177895,-33.730103
447,4860,4.98,12.30269,12.30269,64.68,2.6306,6.2083,3.5075,40.67,95.98,54.226,329.748718,19.020302
448,6091,1.19,,1.75851,48.37,0.9946,2.3472,1.3261,20.562,48.527,27.416,330.794891,18.884319
449,5538,1.07,,0.97157,21.31,0.7393,1.7447,0.9857,34.688,81.865,46.251,332.374451,-7.548654
450,4951,4.92,,13.12196,54.28,2.7168,6.4117,3.6224,50.052,118.123,66.736,332.963867,16.04055
451,5652,1.13,1.1749,1.1749,64.76,0.8129,1.9186,1.0839,12.554,29.627,16.739,334.527252,61.134438
452,6239,1.16,,1.83939,54.32,1.0172,2.4005,1.3562,18.727,44.196,24.97,336.878845,-77.717926
453,5003,5.27,,15.69784,111.51,2.9715,7.0128,3.9621,26.648,62.89,35.531,336.762787,-17.263659
454,5979,1.51,,2.62884,40.92,1.216,2.8698,1.6214,29.718,70.134,39.624,337.751526,-49.43327
455,5933,2.04,4.67735,4.67735,101.66,1.622,3.828,2.1627,15.955,37.654,21.274,340.082794,31.787594
456,4935,0.73,,0.28516,21.61,0.4005,0.9452,0.534,18.533,43.737,24.71,340.838745,-6.400821
457,5110,0.85,,0.44445,40.59,0.5,1.18,0.6667,12.317,29.068,16.423,341.653137,-56.599533
458,5999,,,,33.01,,,,,,,343.408051,-48.598286
459,5887,,2.23872,2.23872,26.71,1.1222,2.6483,1.4962,42.012,99.148,56.016,343.66452,-70.073708
460,4639,9.83,,40.37395,380.33,4.7655,11.2467,6.3541,12.53,29.571,16.707,343.266598,44.477753
461,5399,0.93,,0.663,36.7,0.6107,1.4412,0.8143,16.64,39.269,22.186,343.973785,-26.658764
462,5430,,0.62,0.62,32.38,0.5906,1.3937,0.7874,18.236,43.037,24.315,51.80201,-58.323681
463,5622,1.11,,1.11047,20.07,0.7903,1.8652,1.0538,39.372,92.919,52.496,344.564758,-2.395385
464,5966,1.27,1.89,1.89,54.8,1.0311,2.4333,1.3748,18.815,44.404,25.087,345.78418,-0.429622
465,5544,1.21,1.25893,1.25893,65.9,0.8415,1.986,1.122,12.769,30.136,17.026,345.652771,58.875927
466,4730,0.85,,0.32627,28.85,0.4284,1.011,0.5712,14.849,35.043,19.798,347.294708,-2.260742
467,5362,1.91,2.66073,2.66073,29.21,1.2234,2.8872,1.6312,41.881,98.839,55.841,348.527435,-62.700005
468,4699,0.778,0.2646,0.2646,6.55,0.3858,0.9105,0.5144,58.936,139.089,78.581,348.32074,57.168354
469,4820,2.9,4.16869,4.16869,169.78,1.5313,3.6139,2.0417,9.019,21.286,12.026,348.724278,56.730328
470,5807,1.61,2.63027,2.63027,77.9,1.2164,2.8706,1.6218,15.614,36.85,20.819,349.694733,18.64572
471,3787,54.92,,559.67902,327.41,17.7432,41.8738,23.6575,54.192,127.894,72.256,350.059906,61.970127
472,5921,1.07,1.2388,1.2388,46.94,0.8348,1.97,1.113,17.783,41.968,23.711,351.470795,-20.61603
473,5940,,,,49,,,,,,,351.614349,8.643845
474,5960,,,,62.5,,,,,,,351.654114,56.886528
475,6304,,1.66,1.66,56.01,0.9663,2.2805,1.2884,17.251,40.713,23.002,352.834747,-58.209732
476,5620,,2.64,2.64,55.94,1.2186,2.8759,1.6248,21.783,51.407,29.044,353.225189,63.155483
477,4806,4.1,8.5,8.5,83.5,2.1866,5.1604,2.9155,26.187,61.801,34.916,354.533112,-70.903358
478,5701,1.85,,3.2617,50.68,1.3545,3.1967,1.806,26.726,63.073,35.634,354.501282,48.996521
479,5790,1.13,,1.2947,42.21,0.8534,2.014,1.1378,20.218,47.714,26.957,355.464722,-5.985757
480,6097,1.54,2.95,2.95,77.76,1.2882,3.0401,1.7176,16.566,39.096,22.088,359.715668,-61.586773
481,5894,1.93,4.0738,4.0738,93.75,1.5138,3.5725,2.0184,16.147,38.106,21.529,359.974304,-22.428114
482,5027,,,,32.63,,,,,,,55.206356,31.82629
483,5974,1.07,,1.3156,33.49,0.8602,2.0302,1.147,25.686,60.618,34.247,54.929562,-52.915836
484,5773,1.64,,2.6952,94.11,1.2313,2.9058,1.6417,13.083,30.877,17.444,54.848495,-60.077843
485,6101,1.53,2.95121,2.95121,109.22,1.2884,3.0407,1.7179,11.797,27.841,15.729,293.017334,16.474291
486,4791,10.9,56.23413,56.23413,868.63,5.6242,13.2731,7.4989,6.475,15.28,8.633,137.45338,53.56823
487,6040,1.53,,2.81078,52,1.2574,2.9675,1.6765,24.181,57.067,32.241,57.001556,40.530636
488,4769,12.73,70.79458,70.79458,527.24,6.3105,14.8927,8.414,11.969,28.246,15.958,279.584229,59.253857
489,4297,,35.48134,35.48134,142.86,4.4675,10.5432,5.9566,31.272,73.801,41.696,347.621792,57.029456
490,3926,71.23,,1087.48636,958.16,24.7328,58.3694,32.9771,25.813,60.918,34.417,348.925934,58.04324
491,5802,1.3,,1.7278,46.68,0.9858,2.3266,1.3145,21.117,49.836,28.156,57.595699,17.476366
492,4052,40,,389.12979,264.4,14.7948,34.9157,19.7264,55.956,132.056,74.608,59.151241,74.080032
493,6160,1.18,1.89,1.89,55.7,1.0311,2.4333,1.3748,18.51,43.683,24.68,58.956001,-65.186676
494,5186,0.94,,0.57661,55.05,0.5695,1.344,0.7593,10.346,24.415,13.794,7.499466,-5.764002
495,5072,0.87,,0.45191,5.04,0.5042,1.1899,0.6722,100.113,236.267,133.484,63.818001,-7.652871
496,4846,,,,18.28,,,,,,,64.120956,-59.302155
497,5737,1,0.87902,0.87902,50.36,0.7032,1.6595,0.9376,13.963,32.953,18.617,64.939461,-41.960266
498,,,,,43.88,,,,,,,65.19603,-59.410835
499,5662,1.03,,0.98367,39.6,0.7439,1.7555,0.9918,18.784,44.331,25.046,66.609673,-10.550821
500,5664,1.48,2.18776,2.18776,54.7,1.1093,2.618,1.4791,20.28,47.861,27.04,66.211273,-50.622192
501,4503,0.69,,0.1766,45.09,0.3152,0.7438,0.4202,6.991,16.498,9.321,61.755104,15.335032
502,3679,0.453,0.03373,0.03373,9.47,0.1377,0.3251,0.1837,14.54,34.315,19.387,70.732407,18.958172
503,4972,6.48,,23.15108,190.92,3.6087,8.5165,4.8116,18.902,44.608,25.202,67.856056,4.575287
504,5560,0.85,,0.62292,31.02,0.5919,1.397,0.7893,19.082,45.032,25.442,69.46759,60.676197
505,5505,0.95,,0.74778,56.7,0.6486,1.5306,0.8647,11.438,26.995,15.251,80.839851,-2.277619
506,4844,10.76,,57.50927,110.45,5.6876,13.4228,7.5835,51.496,121.529,68.661,8.293311,54.894985
507,5556,1.13,,1.09775,55.68,0.7858,1.8545,1.0477,14.114,33.309,18.818,70.476555,-58.020756
508,5882,1.61,,2.79929,26.18,1.2548,2.9614,1.6731,47.932,113.12,63.91,72.151604,-5.674045
509,5400,0.91,,0.63526,57.1,0.5978,1.4108,0.797,10.469,24.707,13.959,72.11869,-28.419298
510,4895,4.4,,10.02797,131.7,2.375,5.6051,3.1667,18.034,42.56,24.045,72.574425,-24.368839
511,6130,1.75,,3.90135,58.24,1.4814,3.4961,1.9752,25.435,60.027,33.914,73.681892,12.352201
512,5898,,1.2,1.2,38.57,0.8216,1.9389,1.0954,21.304,50.277,28.405,73.909927,-23.24188
513,5528,0.87,,0.63769,47.36,0.5989,1.4134,0.7986,12.646,29.845,16.861,8.739684,4.381469
514,4580,10.22,,41.46297,122.55,4.8294,11.3973,6.4392,39.408,93.003,52.544,77.403,69.639404
515,5727,,,,38.12,,,,,,,76.982353,26.327963
516,5000,0.84,,0.39786,45.36,0.4731,1.1165,0.6308,10.43,24.614,13.906,237.407043,-49.963524
517,4978,4.45,,10.97075,121.8,2.4842,5.8626,3.3122,20.396,48.134,27.194,76.898087,-13.98648
518,5935,1.97,4.36516,4.36516,90.1,1.567,3.6981,2.0893,17.392,41.046,23.19,77.004219,-26.797472
519,6250,,,,20.97,,,,,,,80.639717,79.231148
520,4861,5.39,,14.63446,100.9,2.8691,6.7711,3.8255,28.435,67.107,37.914,78.150421,-14.951111
