loc_rowid,kepid,kepler_name,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
3748,7838675,Kepler-1561 b,CANDIDATE,0,0,0,0,0,1.005205893,4.99E-06,-4.99E-06,132.45541,3.89E-03,-3.89E-03,0.137,0.316,-0.137,1.63,0.123,-0.123,9.75E+01,7.70E+00,-7.70E+00,0.85,2.30E-01,-8.00E-02,88.34,,,1682,,,1893.23,1506.67,-504.91,15,1329,5718,153,-170,0.863,0.234,-0.078,296.92361,43.566471,14.658
3755,7100673,Kepler-1542 b,CANDIDATE,1,0,0,0,0,3.95116635,1.69E-05,-1.69E-05,134.22411,3.73E-03,-3.73E-03,0.374,0.088,-0.374,2.566,0.108,-0.108,6.09E+01,3.30E+00,-3.30E+00,0.83,1.30E-01,-1.10E-01,88.05,,,1160,,,427.07,190.34,-133.85,20.4,341,5574,111,-100,1.065,0.166,-0.15,285.72849,42.65453,12.639
3756,7100673,Kepler-1542 c,CANDIDATE,0.993,0,0,0,0,2.89223998,1.62E-05,-1.62E-05,132.86232,4.57E-03,-4.57E-03,0.017,0.431,-0.016,2.521,0.121,-0.121,4.43E+01,2.90E+00,-2.90E+00,0.7,1.10E-01,-1.00E-01,89.89,,,1287,,,647.55,288.6,-202.95,17.3,407,5574,111,-100,1.065,0.166,-0.15,285.72849,42.65453,12.639
3759,2984990,,CANDIDATE,0.979,0,0,0,0,3.79437277,5.83E-05,-5.83E-05,132.1265,1.22E-02,-1.22E-02,0.05,0.401,-0.05,2.289,0.34,-0.34,8.32E+01,1.34E+01,-1.34E+01,1.36,4.90E-01,-6.10E-01,89.78,,,1383,,,865.53,967.11,-625.6,7.7,352,5455,180,-147,1.507,0.548,-0.669,290.32401,38.111111,14.816
3760,3747817,Kepler-1552 b,CANDIDATE,0.999,0,0,0,0,184.77271,2.34E-03,-2.34E-03,217.3573,1.08E-02,-1.08E-02,0.04,0.428,-0.04,9.568,0.287,-0.287,9.51E+02,4.70E+01,-4.70E+01,2.41,2.20E-01,-1.00E-01,89.98,,,268,,,1.21,0.35,-0.18,21,8,5273,105,-105,0.801,0.072,-0.033,291.67682,38.874908,14.838
3762,7758018,,CANDIDATE,,0,0,0,0,363.41165,1.45E-02,-1.45E-02,404.2733,2.23E-02,-2.23E-02,0.3923,0.0723,-0.392,14.79,1.5,-1.5,9.62E+02,8.16E+01,-8.16E+01,3.14,1.19E+00,-3.00E-01,89.95,,,263,,,1.12,1.25,-0.31,17.4,,6025,154,-201,0.999,0.381,-0.094,293.53253,43.406151,15.445
3763,9071593,,CANDIDATE,0.514,0,0,0,0,59.284064,6.99E-04,-6.99E-04,148.75407,8.18E-03,-8.18E-03,0.556,0.384,-0.346,5.42,0.311,-0.311,4.24E+02,3.57E+01,-3.57E+01,1.81,1.30E-01,-1.10E-01,89.55,,,401,,,6.14,1.39,-1.01,13.1,24,5225,83,-73,0.859,0.063,-0.051,283.29214,45.434109,15.48
3764,10089911,Kepler-1543 b,CANDIDATE,0.1,0,0,0,0,6.96704926,4.54E-05,-4.54E-05,138.24776,4.68E-03,-4.68E-03,0.906,0.015,-0.632,3.73,0.14,-0.14,2.14E+02,1.30E+01,-1.30E+01,6.14,4.40E-01,-1.88E+00,82.12,,,1774,,,2341.58,491.87,-1266.36,18.6,157,6303,82,-75,3.53,0.254,-1.08,297.1243,47.037022,13.487
3766,11415243,Kepler-1544 b,CANDIDATE,0.965,0,0,0,0,168.81133,2.10E-03,-2.10E-03,211.43982,9.76E-03,-9.76E-03,0.083,0.399,-0.083,6.582,0.36,-0.36,6.14E+02,4.71E+01,-4.71E+01,1.69,1.00E-01,-6.00E-02,89.98,,,241,,,0.8,0.17,-0.12,15.3,9,4798,95,-95,0.707,0.043,-0.025,297.285,49.21246,14.061
3767,3548044,Kepler-371 c,CANDIDATE,0.979,0,0,0,0,67.968656,5.85E-04,-5.85E-04,163.55972,7.63E-03,-7.63E-03,0.317,0.133,-0.317,7.948,0.158,-0.158,3.22E+02,1.27E+01,-1.27E+01,1.71,2.20E-01,-2.20E-01,89.71,,,443,,,9.09,3.48,-2.7,27.3,22,5670,113,-102,0.95,0.124,-0.124,292.32645,38.657581,13.865
3768,8264402,,CANDIDATE,0.964,0,0,0,0,215.956008,3.46E-03,-3.46E-03,271.3671,1.24E-02,-1.24E-02,0.959,0.011,-0.672,10.425,0.484,-0.484,3.93E+02,1.80E+01,-1.80E+01,3.36,5.80E-01,-4.30E-01,89.03,,,361,,,4.03,1.81,-1.13,23.3,7,6163,73,-86,1.313,0.23,-0.167,300.94568,44.164688,12.853
3771,3129238,,CANDIDATE,0.998,0,0,0,0,2.00870696,3.04E-05,-3.04E-05,131.51,1.05E-02,-1.05E-02,0.194,0.272,-0.194,4.87,0.367,-0.367,5.35E+01,5.10E+00,-5.10E+00,0.55,8.00E-02,-7.00E-02,86.5,,,1232,,,542.87,257.21,-173.59,12.2,0,5341,143,-159,0.759,0.115,-0.094,294.3035,38.203011,12.334
3774,7907808,,CANDIDATE,0.999,0,0,0,0,0.655939788,2.05E-06,-2.05E-06,132.09997,2.26E-03,-2.26E-03,0.301,0.147,-0.301,1.318,0.0811,-0.0811,7.30E+01,4.80E+00,-4.80E+00,1.48,8.10E-01,-8.20E-01,85.34,,,2411,,,7986.43,13683.95,-6554.12,18.7,2037,4968,149,-134,1.755,0.97,-0.97,297.08301,43.679951,14.511
3790,11401767,Kepler-372 d,CANDIDATE,0.976,0,0,0,0,30.0899459,3.03E-04,-3.03E-04,149.06413,7.37E-03,-7.37E-03,0.907,0.05,-0.632,6.654,0.245,-0.245,2.43E+02,1.54E+01,-1.54E+01,2.25,3.80E-01,-2.50E-01,86.73,,,660,,,44.79,19.55,-11.44,16.6,43,6056,81,-90,1.209,0.202,-0.134,291.2562,49.258949,14.881
3792,11709124,Kepler-154 f,CANDIDATE,0.997,0,0,0,0,9.91937693,6.76E-05,-6.76E-05,136.87361,5.68E-03,-5.68E-03,0.163,0.276,-0.163,4.326,0.157,-0.157,1.87E+02,1.05E+01,-1.05E+01,1.32,1.70E-01,-1.30E-01,89.47,,,838,,,116.43,45.51,-28.22,18.8,127,5688,113,-101,0.971,0.13,-0.095,289.78052,49.89653,14.534
3794,8613535,Kepler-1165 b,CANDIDATE,1,0,0,0,0,9.47850818,5.27E-05,-5.27E-05,140.16526,4.30E-03,-4.30E-03,0.112,0.343,-0.112,6.154,0.131,-0.131,1.85E+02,7.40E+00,-7.40E+00,1.47,4.50E-01,-1.60E-01,89.46,,,946,,,189.14,173.87,-57.34,26.7,141,6249,174,-217,1.076,0.335,-0.112,286.97128,44.708302,14.456
3796,3955817,Kepler-1553 b,CANDIDATE,1,0,0,0,0,4.24263096,2.66E-05,-2.66E-05,135.0304,5.05E-03,-5.05E-03,0.201,0.255,-0.201,2.582,0.143,-0.143,1.88E+02,1.36E+01,-1.36E+01,1.1,6.00E-02,-6.00E-02,89.08,,,926,,,174.24,30.78,-28.95,15.9,319,5072,81,-81,0.825,0.042,-0.047,291.91916,39.02227,14.955
3802,10360722,Kepler-1545 b,CANDIDATE,0.996,0,0,0,0,163.692336,1.32E-03,-1.32E-03,238.76817,5.31E-03,-5.31E-03,0.028,0.423,-0.028,6.853,0.189,-0.189,1.14E+03,6.07E+01,-6.07E+01,2.75,1.10E-01,-2.10E-01,89.99,,,274,,,1.34,0.21,-0.27,21,6,4999,79,-79,0.843,0.035,-0.065,298.89877,47.463089,15.031
3805,9700449,,CANDIDATE,0.965,0,0,0,0,110.461746,2.99E-03,-2.99E-03,147.5465,2.38E-02,-2.38E-02,0.036,0.412,-0.036,12.46,1.1,-1.1,3.31E+02,2.49E+01,-2.49E+01,1.93,6.40E-01,-2.10E-01,89.97,,,420,,,7.34,7.09,-2.24,15.8,12,6321,169,-206,1.058,0.349,-0.116,287.03952,46.481701,15.092
3806,6349881,Kepler-1554 b,CANDIDATE,0.995,0,0,0,0,198.088873,2.49E-03,-2.49E-03,319.73002,8.15E-03,-8.15E-03,0.633,0.304,-0.409,7.955,0.307,-0.307,1.03E+03,6.59E+01,-6.59E+01,3.24,3.40E-01,-3.80E-01,89.77,,,288,,,1.63,0.5,-0.43,18,7,5275,86,-79,0.969,0.102,-0.113,286.57617,41.741459,15.717
3808,6140059,,CANDIDATE,1,0,0,0,0,44.6226725,7.69E-04,-7.69E-04,137.942,1.37E-02,-1.37E-02,0.931,0.005,-0.651,12.974,0.359,-0.359,1.32E+02,7.30E+00,-7.30E+00,1.73,5.00E-01,-3.50E-01,84.94,,,613,,,33.39,27.93,-15.03,20.6,28,6198,169,-206,1.239,0.352,-0.256,296.3566,41.455391,13.519
3810,1718958,,CANDIDATE,0.985,0,0,0,0,1.41975831,1.23E-05,-1.23E-05,132.92,6.92E-03,-6.92E-03,0.644,0.341,-0.44,1.429,0.239,-0.239,6.09E+01,8.80E+00,-8.80E+00,0.85,1.30E-01,-8.00E-02,83.77,,,1700,,,1968.38,836.24,-503,8.1,950,5925,107,-119,1.035,0.157,-0.105,290.91934,37.28717,12.801
3811,6428794,,CANDIDATE,0.999,0,0,0,0,169.135056,1.55E-03,-1.55E-03,201.8055,8.54E-03,-8.54E-03,0.754,0.164,-0.55,8.931,0.213,-0.213,6.41E+02,3.02E+01,-3.02E+01,2.21,1.50E-01,-1.20E-01,89.57,,,273,,,1.31,0.3,-0.23,24.5,9,5171,103,-103,0.801,0.054,-0.043,286.60889,41.889339,14.566
3813,4673628,,CANDIDATE,0.838,0,0,0,0,3.951383138,6.25E-06,-6.25E-06,132.06462,1.18E-03,-1.18E-03,1.217,6.718,-0.13,1.0582,0.0787,-0.0787,4.06E+02,2.06E+01,-2.06E+01,23.51,5.67E+00,-3.06E+00,79.61,,,1083,,,324.78,238.09,-104.3,23.9,268,5570,166,-149,0.899,0.217,-0.117,296.40375,39.722649,14.368
3814,11401767,Kepler-372 b,CANDIDATE,0.997,0,0,0,0,6.84978728,5.24E-05,-5.24E-05,134.66167,7.55E-03,-7.55E-03,0.954,0.003,-0.696,4.919,0.162,-0.162,1.39E+02,9.00E+00,-9.00E+00,1.83,3.00E-01,-2.10E-01,75.35,,,1081,,,322.19,140.61,-82.27,17,182,6056,81,-90,1.209,0.202,-0.134,291.2562,49.258949,14.881
3815,3852872,,CANDIDATE,0.775,0,0,0,0,80.769893,2.72E-03,-2.72E-03,188.5556,3.29E-02,-3.29E-02,0.158,0.31,-0.158,4.2,1.5,-1.5,1.29E+02,2.40E+01,-2.40E+01,1.87,1.17E+00,-9.60E-01,89.94,,,475,,,12.07,24.23,-9.48,6.7,16,4965,164,-134,1.708,1.067,-0.873,292.13876,38.94154,13.026
3817,9718066,Kepler-378 c,CANDIDATE,0.08,0,0,0,0,28.9060526,2.33E-04,-2.33E-04,158.82431,6.13E-03,-6.13E-03,0.863,0.027,-0.591,3.099,0.198,-0.198,9.90E+01,8.30E+00,-8.30E+00,0.79,6.00E-02,-2.00E-02,88.68,,,414,,,6.94,1.86,-0.86,13.3,48,4657,93,-93,0.67,0.055,-0.017,294.94858,46.438641,12.485
3818,9272070,Kepler-1555 b,CANDIDATE,1,0,0,0,0,8.10503551,8.95E-05,-8.95E-05,135.88389,8.36E-03,-8.36E-03,0.353,0.102,-0.353,4.459,0.222,-0.222,2.10E+02,1.47E+01,-1.47E+01,1.45,4.70E-01,-1.50E-01,88.47,,,959,,,199.74,191.96,-60.13,16.5,172,6201,175,-197,0.989,0.321,-0.107,287.63547,45.716061,15.353
3819,5088400,Kepler-1556 b,CANDIDATE,0.991,0,0,0,0,8.82715783,7.38E-05,-7.38E-05,139.73416,7.30E-03,-7.30E-03,0.249,0.22,-0.248,2.019,0.187,-0.187,3.69E+02,4.08E+01,-4.08E+01,1.67,2.30E-01,-6.00E-02,89.57,,,797,,,95.25,34.6,-11.99,11.1,127,5550,75,-83,0.878,0.12,-0.032,288.397,40.213188,15.247
3824,9086154,,CANDIDATE,0.901,0,0,0,0,225.26213,4.56E-03,-4.56E-03,224.9887,1.19E-02,-1.19E-02,0.349,0.117,-0.349,14.459,0.446,-0.446,3.89E+02,1.87E+01,-1.87E+01,2.36,3.70E-01,-4.10E-01,89.82,,,329,,,2.77,1.22,-1.02,24.6,7,5799,105,-117,1.191,0.186,-0.205,290.83389,45.43565,13.841
3827,11970988,,CANDIDATE,1,0,0,0,0,2.31482311,1.32E-05,-1.32E-05,133.04857,4.64E-03,-4.64E-03,0.067,0.394,-0.067,2.127,0.167,-0.167,5.86E+01,5.00E+00,-5.00E+00,0.69,1.50E-01,-1.00E-01,89.54,,,1237,,,554.4,374.1,-196.67,14.2,579,5240,157,-141,0.923,0.203,-0.14,295.52948,50.370399,13.506
3833,6792908,,CANDIDATE,1,0,0,0,0,10.778313,1.59E-04,-1.59E-04,136.6142,1.23E-02,-1.23E-02,0.591,0.032,-0.469,5.256,0.313,-0.313,9.07E+01,8.40E+00,-8.40E+00,1.25,3.50E-01,-2.30E-01,87.36,,,1067,,,306.18,260.18,-132.8,12.5,125,6726,212,-259,1.258,0.35,-0.234,295.96259,42.200256,13.264
3835,8087812,,CANDIDATE,0.988,0,0,0,0,27.2106807,5.26E-04,-5.26E-04,132.3793,1.61E-02,-1.61E-02,0.973,0.024,-0.68,10.515,0.337,-0.337,9.94E+01,6.70E+00,-6.70E+00,1.73,2.50E-01,-3.60E-01,80.02,,,725,,,65.27,27.86,-26.81,16.9,51,5973,120,-108,1.305,0.193,-0.266,288.07648,43.958488,13.694
3837,10534155,,CANDIDATE,0.994,0,0,0,0,4.32710895,1.76E-05,-1.76E-05,133.40886,3.28E-03,-3.28E-03,1.158,6.804,-0.126,1.387,0.175,-0.175,1.09E+02,1.05E+01,-1.05E+01,26.6,9.95E+00,-1.22E+01,72.1,,,1397,,,900.23,1013.19,-662.54,12.9,310,5776,174,-157,1.455,0.544,-0.665,291.50122,47.74773,13.404
3838,10397751,,CANDIDATE,0.956,0,0,0,0,2.90512019,1.54E-05,-1.54E-05,132.56693,4.82E-03,-4.82E-03,0.417,0.033,-0.417,2.293,0.128,-0.128,6.12E+01,5.00E+00,-5.00E+00,0.57,7.00E-02,-6.00E-02,87.31,,,1075,,,314.96,124.36,-86.74,13.2,381,5374,160,-144,0.721,0.082,-0.073,288.83136,47.551991,13.851
3839,5308537,,CANDIDATE,0.999,0,0,0,0,14.2651545,1.06E-04,-1.06E-04,143.22024,5.28E-03,-5.28E-03,0.353,0.095,-0.353,3.601,0.164,-0.164,6.63E+01,5.50E+00,-5.50E+00,1.06,1.80E-01,-1.80E-01,89.29,,,853,,,125.45,59.13,-45.84,13.9,95,5825,105,-117,1.291,0.22,-0.22,299.53479,40.477779,12.515
3840,6350882,,CANDIDATE,1,0,0,0,0,5.04404366,3.93E-05,-3.93E-05,136.00785,5.77E-03,-5.77E-03,0.08,0.386,-0.08,1.682,0.172,-0.172,2.37E+02,2.46E+01,-2.46E+01,1.47,4.90E-01,-1.70E-01,89.8,,,1078,,,318.92,325.46,-100.89,11.6,257,6039,189,-210,0.951,0.32,-0.107,287.04236,41.752209,15.744
3841,5281113,Kepler-1602 b,CANDIDATE,0.994,0,0,0,0,11.17931581,9.72E-05,-9.72E-05,131.64123,7.16E-03,-7.16E-03,0.381,0.074,-0.381,3.103,0.219,-0.219,9.06E+01,8.70E+00,-8.70E+00,1.81,3.80E-01,-5.60E-01,89.15,,,1159,,,426.61,263.36,-244.28,12,95,6292,169,-169,1.873,0.386,-0.58,293.58087,40.427471,13.352
3843,3450040,,CANDIDATE,0.986,0,0,0,0,1.166960319,3.63E-06,-3.63E-06,131.64332,2.65E-03,-2.65E-03,0.033,0.413,-0.033,1.6823,0.0832,-0.0832,9.78E+01,6.20E+00,-6.20E+00,0.88,1.20E-01,-3.00E-02,89.65,,,1596,,,1534.29,533.76,-216.05,17.9,1152,5632,67,-92,0.904,0.121,-0.038,293.05408,38.54179,14.391
3846,9456281,,CANDIDATE,1,0,0,0,0,0.701944362,1.49E-06,-1.49E-06,132.00161,1.70E-03,-1.70E-03,0.07,0.383,-0.07,0.641,0.1,-0.1,2.11E+02,1.80E+01,-1.80E+01,0.8,6.00E-02,-9.00E-02,89.52,,,1227,,,535.78,161.94,-165.87,17.1,1906,4236,115,-140,0.539,0.044,-0.06,287.80502,46.00116,15.397
3847,5129453,,CANDIDATE,0.999,0,0,0,0,3.05772668,2.05E-05,-2.05E-05,133.06692,5.78E-03,-5.78E-03,0.007,0.445,-0.007,1.819,0.155,-0.155,3.11E+02,2.71E+01,-2.71E+01,1.23,5.00E-02,-1.00E-01,89.97,,,878,,,141.1,28.39,-36.55,13.7,422,4483,132,-132,0.731,0.025,-0.063,298.98502,40.203709,15.745
3848,7918478,,CANDIDATE,1,0,0,0,0,9.9092109,2.16E-04,-2.16E-04,133.092,1.89E-02,-1.89E-02,0.755,0.039,-0.533,2.552,0.485,-0.485,9.42E+02,1.92E+02,-1.92E+02,2.35,4.00E-01,-1.70E-01,87.92,,,693,,,54.54,31.38,-14.03,6.4,115,5396,194,-194,0.702,0.119,-0.051,299.66617,43.619469,15.96
3851,6026924,Kepler-1580 b,CANDIDATE,0.979,0,0,0,0,56.644452,1.06E-03,-1.06E-03,138.762,1.28E-02,-1.28E-02,0.579,0.035,-0.471,16.551,0.56,-0.56,1.05E+02,5.70E+00,-5.70E+00,2.44,4.50E-01,-5.50E-01,88.47,,,733,,,68.37,35.54,-30.26,21.8,19,6237,124,-111,2.295,0.425,-0.519,285.96872,41.363564,12.561
3855,9509343,,CANDIDATE,0.95,0,0,0,0,6.39269778,5.97E-05,-5.97E-05,135.6101,6.73E-03,-6.73E-03,0.011,0.443,-0.011,2.138,0.216,-0.216,1.74E+02,1.83E+01,-1.83E+01,1.21,1.00E-01,-1.20E-01,89.97,,,890,,,148.31,35.78,-36.41,11.3,209,5248,86,-78,0.943,0.074,-0.099,282.76062,46.177841,14.93
3857,3244792,Kepler-1592 b,CANDIDATE,1,0,0,0,0,3.0570982,2.16E-05,-2.16E-05,134.50122,6.26E-03,-6.26E-03,0.104,0.352,-0.104,3.571,0.165,-0.165,1.44E+02,1.06E+01,-1.06E+01,0.99,2.50E-01,-9.00E-02,89.1,,,1202,,,493.09,370.27,-127.58,15.7,350,6021,161,-179,0.819,0.209,-0.07,293.85065,38.397751,14.803
3859,7673841,,CANDIDATE,0.953,0,0,0,0,7.87845756,8.42E-05,-8.42E-05,138.58644,9.01E-03,-9.01E-03,0.562,0.007,-0.481,3.912,0.272,-0.272,4.41E+01,4.60E+00,-4.60E+00,0.78,1.10E-01,-1.40E-01,87.49,,,989,,,226.11,94.9,-84.05,10.5,163,5767,115,-104,1.135,0.165,-0.202,288.66077,43.36808,13.455
3868,1724719,Kepler-1569 b,CANDIDATE,0.956,0,0,0,0,5.79179934,3.35E-05,-3.35E-05,133.35814,5.27E-03,-5.27E-03,0.896,0.064,-0.702,3.474,0.132,-0.132,1.19E+02,7.20E+00,-7.20E+00,1.69,3.10E-01,-2.60E-01,81.51,,,1222,,,528.14,248.86,-168.22,17.7,233,6174,74,-86,1.318,0.243,-0.199,292.20471,37.221218,13.96
3869,8120608,Kepler-186 f,CANDIDATE,0.677,0,0,0,0,129.945392,1.56E-03,-1.56E-03,176.82285,8.82E-03,-8.82E-03,0.909,0.04,-0.695,5.786,0.293,-0.293,5.00E+02,4.04E+01,-4.04E+01,1.18,1.10E-01,-1.40E-01,89.36,,,177,,,0.23,0.07,-0.06,13.1,8,3751,75,-84,0.443,0.04,-0.053,298.65271,43.955021,14.625
3870,11968463,,CANDIDATE,0.638,0,0,0,0,27.9040511,4.02E-04,-4.02E-04,154.9434,1.08E-02,-1.08E-02,0.854,0.015,-0.593,5.346,0.262,-0.262,3.00E+02,2.43E+01,-2.43E+01,2.19,7.70E-01,-2.50E-01,87.79,,,677,,,49.53,50.93,-16.83,12.8,36,6325,174,-261,1.112,0.388,-0.129,294.33847,50.33654,15.212
3877,5436161,,CANDIDATE,,0,0,0,0,0.644322147,2.82E-07,-2.82E-07,131.954907,3.68E-04,-3.68E-04,1.3275,0.486,-0.0964,0.893,0.0294,-0.0294,1.08E+03,1.82E+01,-1.82E+01,24.39,2.48E+00,-1.63E+00,53.29,,,1592,,,1516.94,570.99,-343.14,79.6,,5136,165,-149,0.612,0.062,-0.041,287.75916,40.65704,14.999
3879,4571844,,CANDIDATE,1,0,0,0,0,17.8075656,8.32E-04,-8.32E-04,146.88323,6.23E-03,-6.23E-03,0.474,0.001,-0.473,1.643,0.15,-0.15,1.51E+03,1.62E+02,-1.62E+02,3.92,1.20E+00,-5.10E-01,89.64,,,742,,,71.56,66.53,-25.4,11.8,9,6194,197,-241,0.981,0.299,-0.128,294.42126,39.628471,15.574
3882,2859893,,CANDIDATE,,0,0,0,0,333.03842,1.06E-02,-1.06E-02,220.9235,2.62E-02,-2.62E-02,0.2184,0.2474,-0.2184,5.948,0.685,-0.685,1.26E+03,2.21E+02,-2.21E+02,3.19,1.16E+00,-2.60E-01,89.95,,,247,,,0.89,0.96,-0.23,7,,5743,171,-183,0.903,0.328,-0.072,293.01489,38.012402,15.954
3883,6026737,,CANDIDATE,0.757,0,0,0,0,3.75030469,4.42E-05,-4.42E-05,134.80628,7.89E-03,-7.89E-03,0.77,0.031,-0.538,3.246,0.258,-0.258,3.55E+01,3.80E+00,-3.80E+00,0.87,1.40E-01,-1.60E-01,82.34,,,1374,,,842.07,366.16,-333.86,10.3,255,5866,105,-117,1.339,0.209,-0.256,285.87579,41.332432,13.313
3884,7582691,,CANDIDATE,1,0,0,0,0,0.259819659,4.04E-07,-4.04E-07,131.85061,1.37E-03,-1.37E-03,0.972,0.041,-0.724,0.6513,0.0577,-0.0577,2.32E+02,1.28E+01,-1.28E+01,1.22,8.00E-02,-8.00E-02,45.08,,,1559,,,1410.9,285.54,-257.11,24.1,2180,3939,55,-62,0.526,0.035,-0.035,281.11646,43.28244,15.174
3886,9836563,,CANDIDATE,0.978,0,0,0,0,4.72693131,7.12E-05,-7.12E-05,135.2927,1.28E-02,-1.28E-02,0.065,0.383,-0.065,4.036,0.355,-0.355,2.62E+01,2.60E+00,-2.60E+00,0.61,1.20E-01,-8.00E-02,89.58,,,1203,,,495.58,248.36,-142.01,11.5,283,5950,71,-83,1.196,0.235,-0.157,294.12488,46.67289,12.788
3887,1724719,,CANDIDATE,1,0,0,0,0,10.0989634,1.17E-04,-1.17E-04,132.3351,8.41E-03,-8.41E-03,0.529,0.435,-0.325,6.428,0.472,-0.472,5.70E+01,7.20E+00,-7.20E+00,1.03,1.80E-01,-1.60E-01,87.06,,,1016,,,251.36,118.44,-80.06,8.9,122,6174,74,-86,1.318,0.243,-0.199,292.20471,37.221218,13.96
3890,9366617,Kepler-1570 b,CANDIDATE,0.868,0,0,0,0,26.5487294,3.56E-04,-3.56E-04,137.24401,9.26E-03,-9.26E-03,0.21,0.245,-0.21,7.968,0.27,-0.27,1.42E+02,1.06E+01,-1.06E+01,2.54,9.90E-01,-1.60E+00,89.52,,,836,,,115.61,139.52,-101.58,15.3,52,5456,191,-172,2.154,0.833,-1.354,299.86182,45.827351,13.961
3896,11081504,,CANDIDATE,1,0,0,0,0,13.12297275,9.29E-05,-9.29E-05,136.08882,5.77E-03,-5.77E-03,0.885,0.033,-0.604,2.234,0.182,-0.182,4.37E+01,4.00E+00,-4.00E+00,1.29,2.20E-01,-2.80E-01,87.65,,,1030,,,266.05,132.55,-114.97,12.9,104,6134,124,-124,1.665,0.293,-0.358,290.45831,48.661369,11.265
3897,4548011,Kepler-1581 b,CANDIDATE,0.999,0,0,0,0,6.28384079,4.88E-05,-4.88E-05,133.20513,7.04E-03,-7.04E-03,0.101,0.362,-0.101,4.291,0.167,-0.167,3.57E+01,2.60E+00,-2.60E+00,0.73,1.20E-01,-1.10E-01,89.49,,,1108,,,356.49,166.1,-121.65,14.9,208,5888,105,-129,1.227,0.207,-0.186,287.37125,39.603569,12.4
3901,12016267,,CANDIDATE,0.536,0,0,0,0,22.7909233,2.78E-04,-2.78E-04,134.4333,1.11E-02,-1.11E-02,0.871,0.064,-0.662,9.565,0.317,-0.317,5.36E+01,3.00E+00,-3.00E+00,1.38,2.50E-01,-3.00E-01,84.61,,,862,,,130.75,64.19,-56.99,19.4,62,6311,113,-126,1.642,0.293,-0.358,293.50702,50.450119,11.638
3903,8459663,Kepler-1593 b,CANDIDATE,0.976,0,0,0,0,174.510276,2.15E-03,-2.15E-03,201.47056,9.66E-03,-9.66E-03,0.024,0.413,-0.024,6.689,0.345,-0.345,1.53E+03,1.15E+02,-1.15E+02,1.74,1.40E-01,-2.00E-01,89.99,,,186,,,0.28,0.09,-0.09,14.8,7,4367,124,-155,0.452,0.038,-0.052,300.48816,44.46067,15.873
3904,3550372,,CANDIDATE,1,0,0,0,0,0.681180633,1.66E-06,-1.66E-06,131.63459,2.07E-03,-2.07E-03,0.31,0.137,-0.31,0.8844,0.0834,-0.0834,1.56E+02,1.22E+01,-1.22E+01,2.97,7.80E-01,-2.60E-01,86.88,,,2782,,,14116.16,9945.02,-2786.12,16.6,1962,4939,81,-44,2.377,0.627,-0.209,292.90771,38.68309,15.069
3907,7046035,Kepler-1603 b,CANDIDATE,0.985,0,0,0,0,2.27164952,2.11E-05,-2.11E-05,131.82601,7.31E-03,-7.31E-03,0.01,0.452,-0.01,4.054,0.196,-0.196,8.24E+01,7.60E+00,-7.60E+00,0.97,3.30E-01,-1.10E-01,89.87,,,1522,,,1269.46,1273.29,-414.95,12.7,589,6274,174,-240,1.062,0.361,-0.12,295.32983,42.534962,15.332
3909,8240790,,CANDIDATE,,0,0,0,0,369.13236,2.65E-02,-2.65E-02,235.5195,2.74E-02,-2.74E-02,0.0824,0.3649,-0.0823,10.34,0.899,-0.899,2.16E+02,2.69E+01,-2.69E+01,2.14,1.13E+00,-5.50E-01,89.95,,,328,,,2.73,4.33,-1.42,11.9,,6282,167,-209,1.449,0.762,-0.374,294.45038,44.166779,13.665
3915,4548011,,CANDIDATE,0.954,0,0,0,0,9.08745206,8.19E-05,-8.19E-05,139.99222,7.67E-03,-7.67E-03,0.341,0.112,-0.341,3.786,0.202,-0.202,3.51E+01,3.20E+00,-3.20E+00,0.73,1.20E-01,-1.10E-01,88.87,,,980,,,217.95,101.55,-74.37,11.7,138,5888,105,-129,1.227,0.207,-0.186,287.37125,39.603569,12.4
3918,8463346,Kepler-436 b,CANDIDATE,0.997,0,0,0,0,64.0019669,6.22E-04,-6.22E-04,132.61779,6.88E-03,-6.88E-03,0.701,0.013,-0.526,4.724,0.231,-0.231,1.11E+03,8.39E+01,-8.39E+01,2.48,1.20E-01,-1.10E-01,89.49,,,322,,,2.55,0.44,-0.38,14.2,22,4652,74,-83,0.697,0.034,-0.03,301.72076,44.41206,15.856
